stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_short_name
100037,Northbound Douglas at Avalon (#100037),48.4148690003,-123.366291999,0,,Northbound Douglas at Avalon
100038,Eastbound Avalon at Douglas (#100038),48.4146389999,-123.366911,0,,Eastbound Avalon at Douglas
100039,Eastbound Fairfield at Quadra (#100039),48.4201820003,-123.360993,0,,Eastbound Fairfield at Quadra
100040,Westbound Humboldt at Quadra (#100040),48.4188089998,-123.361062,0,,Westbound Humboldt at Quadra
100041,Eastbound Humboldt at Quadra (#100041),48.4186139998,-123.361003001,0,,Eastbound Humboldt at Quadra
100042,Southbound Douglas at View (#100042),48.4257419998,-123.365108,0,,Southbound Douglas at View
100043,Eastbound Fairfield at Quadra (#100043),48.419355,-123.360263001,0,,Eastbound Fairfield at Quadra
100044,Northbound Oswego at St James (#100044),48.4170579999,-123.378942,0,,Northbound Oswego at St James
100045,Eastbound Fort at Blanshard (#100045),48.4241679999,-123.361818,0,,Eastbound Fort at Blanshard
100046,Southbound Douglas at Avalon (#100046),48.4135740002,-123.367266,0,,Southbound Douglas at Avalon
100047,Southbound Wharf at Yates (#100047),48.4270859997,-123.370485,0,,Southbound Wharf at Yates
100048,Westbound Yates at Broad (#100048),48.4264359999,-123.365694,0,,Westbound Yates at Broad
100049,Westbound Niagara at Medana (#100049),48.413682,-123.375213,0,,Westbound Niagara at Medana
100050,Northbound Government at Johnson (#100050),48.4272209998,-123.36723,0,,Northbound Government at Johnson
100051,Northbound Douglas at Yates (#100051),48.4267020001,-123.364656,0,,Northbound Douglas at Yates
100052,Eastbound Niagara at Medana (#100052),48.4135700001,-123.375270001,0,,Eastbound Niagara at Medana
100053,Eastbound Johnson at Store (#100053),48.4277400002,-123.369684,0,,Eastbound Johnson at Store
100054,Westbound Niagara at Clarence (#100054),48.412986,-123.373735,0,,Westbound Niagara at Clarence
100055,Eastbound Johnson at Broad (#100055),48.4272470004,-123.365612,0,,Eastbound Johnson at Broad
100056,Eastbound Fairfield at Vancouver (#100056),48.4183589997,-123.358643999,0,,Eastbound Fairfield at Vancouver
100057,Southbound Oswego at Beckley (#100057),48.4162060002,-123.380044,0,,Southbound Oswego at Beckley
100058,Eastbound Niagara at Clarence (#100058),48.4128160003,-123.37365,0,,Eastbound Niagara at Clarence
100059,Eastbound Humboldt at Vancouver (#100059),48.4173459996,-123.359065,0,,Eastbound Humboldt at Vancouver
100060,Westbound Humboldt at Vancouver (#100060),48.4174609996,-123.358953999,0,,Westbound Humboldt at Vancouver
100062,Southbound Vancouver at Collinson (#100062),48.4188809996,-123.358205,0,,Southbound Vancouver at Collinson
100063,Eastbound Johnson at Douglas (#100063),48.4270490001,-123.363961,0,,Eastbound Johnson at Douglas
100064,Eastbound Fort at Quadra (#100064),48.4238810001,-123.359202,0,,Eastbound Fort at Quadra
100065,Westbound Niagara at Government (#100065),48.4122379996,-123.372097,0,,Westbound Niagara at Government
100066,Northbound St Lawrence at Erie (#100066),48.4207119996,-123.382358999,0,,Northbound St Lawrence at Erie
100068,Westbound Yates at Quadra (#100068),48.4258770003,-123.360565,0,,Westbound Yates at Quadra
100069,Northbound Quadra at View (#100069),48.4244190002,-123.359495001,0,,Northbound Quadra at View
100070,Eastbound Fairfield at Vancouver (#100070),48.4181779996,-123.357429999,0,,Eastbound Fairfield at Vancouver
100072,Eastbound Niagara at Government (#100072),48.4119280002,-123.371791,0,,Eastbound Niagara at Government
100073,Westbound Fairfield at Vancouver (#100073),48.4183720003,-123.357997999,0,,Westbound Fairfield at Vancouver
100074,Eastbound Richardson at Vancouver (#100074),48.4198299998,-123.357267,0,,Eastbound Richardson at Vancouver
100075,Westbound Richardson at Vancouver (#100075),48.4199589999,-123.357471,0,,Westbound Richardson at Vancouver
100076,Northbound Douglas at Pandora (#100076),48.4277089999,-123.364449,0,,Northbound Douglas at Pandora
100077,Westbound Pandora at Government (#100077),48.4286019998,-123.367531,0,,Westbound Pandora at Government
100078,Southbound Douglas at Beacon (#100078),48.4112510003,-123.368571999,0,,Southbound Douglas at Beacon
100079,Eastbound Johnson at Blanshard (#100079),48.4267239995,-123.36125,0,,Eastbound Johnson at Blanshard
100080,Northbound Douglas at Beacon (#100080),48.4119620002,-123.368007001,0,,Northbound Douglas at Beacon
100082,Southbound Douglas at Centennial (#100082),48.4286749997,-123.364569,0,,Southbound Douglas at Centennial
100083,Eastbound Fort at Vancouver (#100083),48.4236910003,-123.357215001,0,,Eastbound Fort at Vancouver
100084,Westbound Pandora at Blanshard (#100084),48.427901,-123.36245,0,,Westbound Pandora at Blanshard
100085,Northbound Quadra at Johnson (#100085),48.4261439996,-123.359061,0,,Northbound Quadra at Johnson
100086,Westbound Erie at Dallas (#100086),48.421579,-123.383289999,0,,Westbound Erie at Dallas
100088,Southbound Oswego at Dallas (#100088),48.4146540003,-123.381736001,0,,Southbound Oswego at Dallas
100089,Northbound Oswego at Dallas (#100089),48.4145030004,-123.381661,0,,Northbound Oswego at Dallas
100090,Eastbound Niagara at Douglas (#100090),48.4106260002,-123.368974999,0,,Eastbound Niagara at Douglas
100091,Westbound Fairfield at Cook (#100091),48.4181530003,-123.356219,0,,Westbound Fairfield at Cook
100092,Eastbound Fairfield at Cook (#100092),48.4179999998,-123.355745999,0,,Eastbound Fairfield at Cook
100093,Eastbound Johnson at Quadra (#100093),48.4264590004,-123.358604,0,,Eastbound Johnson at Quadra
100094,Westbound Richardson at Cook (#100094),48.4197369998,-123.355444001,0,,Westbound Richardson at Cook
100095,Southbound Cook at Fairfield (#100095),48.4182489999,-123.355389999,0,,Southbound Cook at Fairfield
100096,Southbound Cook at Richardson (#100096),48.4194229999,-123.355122,0,,Southbound Cook at Richardson
100097,Westbound Esquimalt at Tyee (#100097),48.4288160002,-123.37795,0,,Westbound Esquimalt at Tyee
100099,Eastbound Esquimalt at Tyee (#100099),48.4286460001,-123.377998,0,,Eastbound Esquimalt at Tyee
100100,Northbound Cook at Fairfield (#100100),48.4183499995,-123.355177,0,,Northbound Cook at Fairfield
100101,Southbound Quadra at Pandora (#100101),48.4272710003,-123.359037,0,,Southbound Quadra at Pandora
100102,Southbound Cook at Oscar (#100102),48.4160429999,-123.355956001,0,,Southbound Cook at Oscar
100103,Northbound Dallas at Niagara (#100103),48.4185690001,-123.385217,0,,Northbound Dallas at Niagara
100104,Northbound Dallas at Simcoe (#100104),48.4210509998,-123.38533,0,,Northbound Dallas at Simcoe
100105,Northbound Cook at Richardson (#100105),48.4198570001,-123.354811001,0,,Northbound Cook at Richardson
100106,Westbound Yates at Vancouver (#100106),48.425502,-123.357145,0,,Westbound Yates at Vancouver
100107,Westbound Pandora at Amelia (#100107),48.4276350002,-123.359765,0,,Westbound Pandora at Amelia
100109,Eastbound Richardson at Cook (#100109),48.419519,-123.354423999,0,,Eastbound Richardson at Cook
100110,Southbound Dallas at Simcoe (#100110),48.4211170004,-123.385517001,0,,Southbound Dallas at Simcoe
100111,Southbound Dallas at Niagara (#100111),48.4186289999,-123.385389,0,,Southbound Dallas at Niagara
100112,Southbound Cook at Rockland (#100112),48.4218810004,-123.354504,0,,Southbound Cook at Rockland
100113,Northbound Cook at Southgate (#100113),48.4161290003,-123.355703001,0,,Northbound Cook at Southgate
100114,Westbound Kimta at Paul Kane (#100114),48.4276849997,-123.380384,0,,Westbound Kimta at Paul Kane
100115,Southbound Cook at Pandora (#100115),48.4273570001,-123.353345,0,,Southbound Cook at Pandora
100116,Southbound Dallas at Montreal (#100116),48.4166309999,-123.385076001,0,,Southbound Dallas at Montreal
100117,Southbound Cook at Oxford (#100117),48.414002,-123.356878,0,,Southbound Cook at Oxford
100118,Northbound Quadra at Mason (#100118),48.4278824794,-123.358890144,0,,Northbound Quadra at Mason
100119,Northbound Dallas at Montreal (#100119),48.4165009996,-123.384875001,0,,Northbound Dallas at Montreal
100120,Northbound Cook at Sutlej (#100120),48.4143690002,-123.356471,0,,Northbound Cook at Sutlej
100121,Northbound Cook at Rockland (#100121),48.4223080002,-123.354186,0,,Northbound Cook at Rockland
100122,Southbound Cook at Meares (#100122),48.4230800004,-123.354205999,0,,Southbound Cook at Meares
100123,Eastbound Fairfield at Trutch (#100123),48.4174659997,-123.353748,0,,Eastbound Fairfield at Trutch
100124,Westbound Fairfield at Trutch (#100124),48.41759,-123.35375,0,,Westbound Fairfield at Trutch
100125,Eastbound Johnson at Vancouver (#100125),48.4261709999,-123.355899,0,,Eastbound Johnson at Vancouver
100126,Eastbound Fort at Cook (#100126),48.4232720004,-123.35346,0,,Eastbound Fort at Cook
100127,Westbound Yates at Cook (#100127),48.4252459998,-123.354703999,0,,Westbound Yates at Cook
100128,Northbound Cook at Fort (#100128),48.4236060001,-123.353903,0,,Northbound Cook at Fort
100129,Westbound Pandora at Vancouver (#100129),48.4274240001,-123.35675,0,,Westbound Pandora at Vancouver
100130,Westbound May at Cook (#100130),48.4122489995,-123.357076999,0,,Westbound May at Cook
100131,Eastbound May at Cook (#100131),48.4121189999,-123.356937,0,,Eastbound May at Cook
100132,Southbound Douglas at Discovery (#100132),48.4321570001,-123.364686999,0,,Southbound Douglas at Discovery
100133,Northbound Quadra at Balmoral (#100133),48.4292299997,-123.358712,0,,Northbound Quadra at Balmoral
100134,Westbound Esquimalt at Sitkum (#100134),48.4301219996,-123.380465,0,,Westbound Esquimalt at Sitkum
100135,Southbound Quadra at North Park (#100135),48.4296100002,-123.358889,0,,Southbound Quadra at North Park
100137,Westbound Fairfield at Linden (#100137),48.4171030001,-123.352471,0,,Westbound Fairfield at Linden
100138,Westbound Richardson at Linden (#100138),48.4193520003,-123.351837,0,,Westbound Richardson at Linden
100139,Eastbound Richardson at Linden (#100139),48.4191689998,-123.351169,0,,Eastbound Richardson at Linden
100140,Westbound Kimta at Catherine (#100140),48.4292480004,-123.384149,0,,Westbound Kimta at Catherine
100141,Eastbound Fairfield at Linden (#100141),48.4167309999,-123.351845,0,,Eastbound Fairfield at Linden
100143,Eastbound Johnson at Cook (#100143),48.4258209999,-123.352734,0,,Eastbound Johnson at Cook
100144,Northbound Cook at Johnson (#100144),48.4262199996,-123.353298,0,,Northbound Cook at Johnson
100145,Southbound Quadra at Caledonia (#100145),48.4305310003,-123.358747,0,,Southbound Quadra at Caledonia
100146,Northbound Douglas at Discovery (#100146),48.432172,-123.364472,0,,Northbound Douglas at Discovery
100147,Northbound Quadra at Caledonia (#100147),48.4305830003,-123.358527001,0,,Northbound Quadra at Caledonia
100148,Westbound Esquimalt at Catherine (#100148),48.4304649999,-123.385237,0,,Westbound Esquimalt at Catherine
100149,Eastbound 110 block Wilson (#100149),48.4314550004,-123.379557,0,,Eastbound 110 block Wilson
100150,Westbound Pandora at Cook (#100150),48.4272489999,-123.353831,0,,Westbound Pandora at Cook
100151,Westbound 100 block Wilson (#100151),48.4314720003,-123.379285,0,,Westbound 100 block Wilson
100152,Westbound Bay at Wilson (#100152),48.432616,-123.382765999,0,,Westbound Bay at Wilson
100153,Eastbound Fort at Linden (#100153),48.4229330002,-123.350239001,0,,Eastbound Fort at Linden
100155,Westbound May at Linden (#100155),48.4118769996,-123.353714001,0,,Westbound May at Linden
100156,Eastbound May at Linden (#100156),48.4118029998,-123.353983,0,,Eastbound May at Linden
100159,Eastbound Johnson at Chambers (#100159),48.425585,-123.350223,0,,Eastbound Johnson at Chambers
100160,Northbound Cook at Balmoral (#100160),48.4287220554,-123.352991134,0,,Northbound Cook at Balmoral
100161,Eastbound Esquimalt at Catherine (#100161),48.4303160004,-123.383093,0,,Eastbound Esquimalt at Catherine
100162,Southbound Fairfield at Cornwall (#100162),48.4155489999,-123.349371,0,,Southbound Fairfield at Cornwall
100163,Eastbound May at Wellington (#100163),48.4115409998,-123.351547,0,,Eastbound May at Wellington
100164,Northbound Fairfield at Moss (#100164),48.4155330004,-123.349068999,0,,Northbound Fairfield at Moss
100165,Westbound Yates at Ormond (#100165),48.4246770004,-123.348878999,0,,Westbound Yates at Ormond
100166,Southbound Quadra at Princess (#100166),48.4328239998,-123.358443,0,,Southbound Quadra at Princess
100167,Eastbound Richardson at Moss (#100167),48.4187710002,-123.347562,0,,Eastbound Richardson at Moss
100168,Northbound Linden at Faithful (#100168),48.4097539997,-123.353798,0,,Northbound Linden at Faithful
100169,Westbound Pandora at Chambers (#100169),48.427136,-123.350052,0,,Westbound Pandora at Chambers
100170,Eastbound Bay at Turner (#100170),48.4348359998,-123.375397,0,,Eastbound Bay at Turner
100171,Northbound Quadra at Princess (#100171),48.4331939999,-123.358172,0,,Northbound Quadra at Princess
100172,Southbound Cook at Caledonia (#100172),48.4302260001,-123.352993001,0,,Southbound Cook at Caledonia
100173,Eastbound Wilson at Bay (#100173),48.4328000005,-123.382735,0,,Eastbound Wilson at Bay
100174,Westbound Richardson at Robleda (#100174),48.4188619997,-123.347114,0,,Westbound Richardson at Robleda
100175,Westbound Bay at Turner (#100175),48.4350640001,-123.374881001,0,,Westbound Bay at Turner
100176,Westbound Wilson at Alston (#100176),48.4329309998,-123.382809,0,,Westbound Wilson at Alston
100177,Southbound Douglas at Field (#100177),48.4352900004,-123.365319,0,,Southbound Douglas at Field
100178,Northbound Douglas at Field (#100178),48.4351590002,-123.365028,0,,Northbound Douglas at Field
100179,Northbound Cook at Caledonia (#100179),48.4306980004,-123.352718,0,,Northbound Cook at Caledonia
100180,Eastbound Bay at Rock Bay (#100180),48.4358170002,-123.36934,0,,Eastbound Bay at Rock Bay
100181,Eastbound Johnson at Camosun (#100181),48.4254579996,-123.347862001,0,,Eastbound Johnson at Camosun
100182,Westbound Tyee at Bay (#100182),48.4341009997,-123.380956,0,,Westbound Tyee at Bay
100183,Westbound Bay at Rock Bay (#100183),48.4359180004,-123.368469,0,,Westbound Bay at Rock Bay
100184,Westbound May at Moss (#100184),48.4114929998,-123.350113,0,,Westbound May at Moss
100185,Westbound Bay at Douglas (#100185),48.4357979998,-123.365981,0,,Westbound Bay at Douglas
100186,Eastbound Tyee at Langford (#100186),48.4341290003,-123.38134,0,,Eastbound Tyee at Langford
100187,Eastbound Fort at Fernwood (#100187),48.4233640004,-123.34608,0,,Eastbound Fort at Fernwood
100188,Eastbound Wilson at Mary (#100188),48.4328149997,-123.385542,0,,Eastbound Wilson at Mary
100189,Westbound Wilson at Mary (#100189),48.432944,-123.385784,0,,Westbound Wilson at Mary
100190,Eastbound May at Moss (#100190),48.4113009998,-123.34941,0,,Eastbound May at Moss
100191,Westbound Yates at Fernwood (#100191),48.4246009996,-123.346261001,0,,Westbound Yates at Fernwood
100192,Westbound Dallas at Wellington (#100192),48.4071679999,-123.353667001,0,,Westbound Dallas at Wellington
100193,Southbound Quadra at Empress (#100193),48.4350230001,-123.358146001,0,,Southbound Quadra at Empress
100194,Northbound Fernwood at Yates (#100194),48.4240760001,-123.345465,0,,Northbound Fernwood at Yates
100195,Southbound Douglas at Kings (#100195),48.4366109996,-123.366051,0,,Southbound Douglas at Kings
100196,Southbound Cook at Princess (#100196),48.4324019996,-123.352711,0,,Southbound Cook at Princess
100197,Eastbound Esquimalt at Maitland (#100197),48.4306170002,-123.389796,0,,Eastbound Esquimalt at Maitland
100198,Northbound Douglas at Kings (#100198),48.4370669997,-123.366092,0,,Northbound Douglas at Kings
100199,Eastbound Richardson at Kipling (#100199),48.416616,-123.3444,0,,Eastbound Richardson at Kipling
100200,Westbound May at Olive (#100200),48.4112520001,-123.348037,0,,Westbound May at Olive
100201,Eastbound May at Joseph (#100201),48.4111299999,-123.347838999,0,,Eastbound May at Joseph
100202,Westbound Richardson at Kipling (#100202),48.4167450004,-123.344356,0,,Westbound Richardson at Kipling
100203,Northbound Fernwood at Johnson (#100203),48.4257609997,-123.345349,0,,Northbound Fernwood at Johnson
100204,Westbound Esquimalt at Maitland (#100204),48.4308401974,-123.390241813,0,,Westbound Esquimalt at Maitland
100205,Northbound Fairfield at Kipling (#100205),48.413999,-123.34564,0,,Northbound Fairfield at Kipling
100206,Northbound Cook at Princess (#100206),48.4330179998,-123.352439,0,,Northbound Cook at Princess
100207,Southbound Fernwood at Rudlin (#100207),48.425849,-123.345522,0,,Southbound Fernwood at Rudlin
100208,Northbound Quadra at Bay (#100208),48.4355709996,-123.35798,0,,Northbound Quadra at Bay
100209,Westbound Pandora at Fernwood (#100209),48.4269190001,-123.345862,0,,Westbound Pandora at Fernwood
100210,Southbound Fairfield at Kipling (#100210),48.4136739997,-123.345515999,0,,Southbound Fairfield at Kipling
100211,Eastbound Johnson at Fernwood (#100211),48.4253949997,-123.344975,0,,Eastbound Johnson at Fernwood
100212,Eastbound Fort at Elford (#100212),48.4249340004,-123.341291999,0,,Eastbound Fort at Elford
100213,Westbound George at Moss (#100213),48.4081750004,-123.350299,0,,Westbound George at Moss
100214,Northbound Fernwood at Pandora (#100214),48.427215,-123.345248,0,,Northbound Fernwood at Pandora
100215,Eastbound Skinner at Catherine (#100215),48.4355110004,-123.384409,0,,Eastbound Skinner at Catherine
100216,Southbound Fernwood at Grant (#100216),48.4283739996,-123.345399,0,,Southbound Fernwood at Grant
100217,Southbound Eberts at May (#100217),48.4106369996,-123.346305,0,,Southbound Eberts at May
100218,Eastbound Gorge Rd E at David (#100218),48.4385440004,-123.368096001,0,,Eastbound Gorge at David
100219,Westbound Skinner at Catherine (#100219),48.4356539996,-123.385338,0,,Westbound Skinner at Catherine
100220,Westbound Hillside at Ross (#100220),48.4385899996,-123.365786,0,,Westbound Hillside at Ross
100221,Southbound Moss at Point (#100221),48.4063479999,-123.351122,0,,Southbound Moss at Point
100222,Eastbound May at Eberts (#100222),48.4109070001,-123.345836,0,,Eastbound May at Eberts
100223,Westbound Gorge Rd E at David (#100223),48.4387419999,-123.3682,0,,Westbound Gorge at David
100224,Westbound Fort at Stanley (#100224),48.4246000002,-123.342748999,0,,Westbound Fort at Stanley
100225,Eastbound Wilson at Dalton (#100225),48.4325260001,-123.391202001,0,,Eastbound Wilson at Dalton
100226,Southbound Cook at Empress (#100226),48.4345970002,-123.35243,0,,Southbound Cook at Empress
100227,Northbound Fernwood at Grant (#100227),48.4288650002,-123.34517,0,,Northbound Fernwood at Grant
100228,Northbound Johnson at Stanley (#100228),48.4258449998,-123.343174001,0,,Northbound Johnson at Stanley
100229,Westbound Wilson at Dalton (#100229),48.4326640002,-123.391205001,0,,Westbound Wilson at Dalton
100230,Westbound Bushby at Joseph (#100230),48.4083569996,-123.347867001,0,,Westbound Bushby at Joseph
100231,Eastbound Esquimalt at Barnard (#100231),48.431303,-123.393217999,0,,Eastbound Esquimalt at Barnard
100232,Southbound Eberts at Bushby (#100232),48.4091090003,-123.34667,0,,Southbound Eberts at Bushby
100233,Southbound Quadra at Kings (#100233),48.4376659999,-123.358794,0,,Southbound Quadra at Kings
100234,Northbound Quadra at Kings (#100234),48.4379029997,-123.358611001,0,,Northbound Quadra at Kings
100235,Northbound Cook at Bay (#100235),48.4352190004,-123.352165,0,,Northbound Cook at Bay
100236,Northbound Fairfield at Memorial (#100236),48.4123080004,-123.343396,0,,Northbound Fairfield at Memorial
100237,Eastbound Hillside at Dowler (#100237),48.4389629997,-123.362391,0,,Eastbound Hillside at Dowler
100238,Southbound Memorial at May (#100238),48.4115429997,-123.343857,0,,Southbound Memorial at May
100239,Northbound Douglas at Market (#100239),48.4394430002,-123.367344,0,,Northbound Douglas at Market
100240,Southbound Fernwood at Gladstone (#100240),48.4302640001,-123.345245,0,,Southbound Fernwood at Gladstone
100241,Southbound Fairfield at Memorial (#100241),48.4121397035,-123.343405177,0,,Southbound Fairfield at Memorial
100242,Westbound Esquimalt at Dominion (#100242),48.4317520003,-123.394053,0,,Westbound Esquimalt at Dominion
100243,Northbound Memorial at Fairfield (#100243),48.4118159997,-123.343432,0,,Northbound Memorial at Fairfield
100244,Westbound Richardson at Arnold (#100244),48.416421228,-123.341396596,0,,Westbound Richardson at Arnold
100245,Northbound Fernwood at Gladstone (#100245),48.4306620004,-123.345034,0,,Northbound Fernwood at Gladstone
100246,Westbound Gorge Rd E at Rock Bay (#100246),48.4397199996,-123.370752,0,,Westbound Gorge at Rock Bay
100247,Southbound Strandlund at Peatt (#100247),48.4556560003,-123.496271,0,,Southbound Strandlund at Peatt
100248,Westbound Pandora at Johnson (#100248),48.4267939999,-123.342145,0,,Westbound Pandora at Johnson
100249,Eastbound Richardson at Stannard (#100249),48.4161840002,-123.340418,0,,Eastbound Richardson at Stannard
100250,Southbound Cook at Haultain (#100250),48.4361480002,-123.352276001,0,,Southbound Cook at Haultain
100251,Northbound Dunsmuir at Esquimalt (#100251),48.4316599999,-123.394758999,0,,Northbound Dunsmuir at Esquimalt
100252,Eastbound Dunsmuir at Garrett (#100252),48.4302950004,-123.396173,0,,Eastbound Dunsmuir at Garrett
100253,Northbound Fernwood at Pembroke (#100253),48.4315319999,-123.34503,0,,Northbound Fernwood at Pembroke
100254,Eastbound Gorge Rd E at Garbally (#100254),48.440318,-123.37272,0,,Eastbound Gorge at Garbally
100255,Southbound Douglas at Garbally (#100255),48.4401979996,-123.368124,0,,Southbound Douglas at Garbally
100256,Westbound Gorge Rd E at Garbally (#100256),48.4403259997,-123.372273,0,,Westbound Gorge at Garbally
100257,Southbound Quadra at Hillside (#100257),48.4391040003,-123.359195,0,,Southbound Quadra at Hillside
100258,Westbound Begbie at Elford (#100258),48.4275934128,-123.341223533,0,,Westbound Begbie at Elford
100259,Westbound Dunsmuir at Garrett (#100259),48.4301910004,-123.396762,0,,Westbound Dunsmuir at Garrett
100260,Northbound Cook at Haultain (#100260),48.4367129995,-123.352003,0,,Northbound Cook at Haultain
100261,Westbound Hillside at Quadra (#100261),48.439451,-123.359742,0,,Westbound Hillside at Quadra
100262,Eastbound Pandora at Elford (#100262),48.4265669999,-123.340832,0,,Eastbound Pandora at Elford
100263,Eastbound Old Esquimalt at Viewfield (#100263),48.4328792772,-123.394479252,0,,Eastbound Old Esquimalt at Viewfield
100264,Southbound Fernwood at Centre (#100264),48.4322069998,-123.345171,0,,Southbound Fernwood at Centre
100265,Eastbound Begbie at Elford (#100265),48.4275450003,-123.340894,0,,Eastbound Begbie at Elford
100266,Eastbound Hillside at Fifth (#100266),48.4394750002,-123.358167,0,,Eastbound Hillside at Fifth
100267,Northbound Head at Paradise (#100267),48.4280489999,-123.399053,0,,Northbound Head at Paradise
100268,Southbound Head at Paradise (#100268),48.4278919997,-123.399276,0,,Southbound Head at Paradise
100269,Westbound Fairfield at Arnold (#100269),48.4120650004,-123.341036001,0,,Westbound Fairfield at Arnold
100270,Eastbound Gore at Lyall (#100270),48.4264810002,-123.4002,0,,Eastbound Gore at Lyall
100271,Northbound Quadra at Market (#100271),48.4400549997,-123.35924,0,,Northbound Quadra at Market
100272,Westbound Old Esquimalt at Viewfield (#100272),48.4330169996,-123.394951,0,,Westbound Old Esquimalt at Viewfield
100273,Southbound Craigflower at Pine (#100273),48.4369479997,-123.388575,0,,Southbound Craigflower at Pine
100274,Westbound Gore at Lyall (#100274),48.4264779997,-123.400509001,0,,Westbound Gore at Lyall
100275,Eastbound Dunsmuir at Head (#100275),48.4293100004,-123.398728,0,,Eastbound Dunsmuir at Head
100276,Westbound 830 block Esquimalt (#100276),48.4318490004,-123.397028,0,,Westbound 830 block Esquimalt
100277,Westbound Dunsmuir at Head (#100277),48.4292820001,-123.399194,0,,Westbound Dunsmuir at Head
100278,Westbound Hillside at Graham (#100278),48.439794,-123.356813,0,,Westbound Hillside at Graham
100279,Eastbound Fairfield at Stannard (#100279),48.4122481134,-123.33967177,0,,Eastbound Fairfield at Stannard
100280,Eastbound Hillside at Graham (#100280),48.4397709999,-123.356014001,0,,Eastbound Hillside at Graham
100281,Northbound Craigflower at Belton (#100281),48.4374190003,-123.388819,0,,Northbound Craigflower at Belton
100283,Eastbound 850 block Esquimalt (#100283),48.4315259999,-123.397927,0,,Eastbound 850 block Esquimalt
100284,Westbound Richardson at St Charles (#100284),48.4162390003,-123.338052001,0,,Westbound Richardson at St Charles
100285,Southbound Fernwood at Bay (#100285),48.4342529997,-123.345094999,0,,Southbound Fernwood at Bay
100286,Eastbound Fort at Belmont (#100286),48.4259100001,-123.338274,0,,Eastbound Fort at Belmont
